,loss,accuracy,iou,val_loss,val_accuracy,val_iou
0,0.863786518573761,0.6407428979873657,0.3627064526081085,0.7739229202270508,0.8366062641143799,0.674933910369873
1,0.768674373626709,0.8421707153320312,0.7169302105903625,0.751395046710968,0.8381246328353882,0.713166356086731
2,0.7436811327934265,0.8409620523452759,0.7257840633392334,0.7245944738388062,0.8351757526397705,0.7152376770973206
3,0.703763484954834,0.8477509021759033,0.7664226293563843,0.6967967748641968,0.833701491355896,0.7729862928390503
4,0.6530600786209106,0.8768347501754761,0.7972142696380615,0.6063571572303772,0.9608560800552368,0.8413825631141663
5,0.5012451410293579,0.9683889150619507,0.9279386401176453,0.5136390328407288,0.9713295698165894,0.9441518783569336
6,0.47098174691200256,0.9746023416519165,0.948205292224884,0.4991956055164337,0.9695779085159302,0.9313780069351196
7,0.43736711144447327,0.9777213335037231,0.9530672430992126,0.4473920166492462,0.9811379909515381,0.9583755731582642
8,0.3940858244895935,0.9822396039962769,0.9630550742149353,0.426754355430603,0.9828152656555176,0.9620221853256226
9,0.3893671929836273,0.9816094040870667,0.9623114466667175,0.41797149181365967,0.9863088130950928,0.9698999524116516
10,0.36443451046943665,0.9841891527175903,0.9674562811851501,0.360122948884964,0.9864379167556763,0.9721829295158386
11,0.32780373096466064,0.9863610863685608,0.9727728366851807,0.3347730040550232,0.9875085353851318,0.9745208621025085
12,0.3236790597438812,0.9845380187034607,0.9694310426712036,0.3370669186115265,0.98460853099823,0.9685806632041931
13,0.35412389039993286,0.9762048721313477,0.9523195624351501,0.4003126323223114,0.9790998697280884,0.9585998058319092
14,0.3357914984226227,0.9825832843780518,0.9647642970085144,0.35511040687561035,0.9832508563995361,0.9667242765426636
15,0.26279327273368835,0.9867334365844727,0.9730217456817627,0.3329169750213623,0.9830837249755859,0.9666465520858765
16,0.2837097942829132,0.9859083890914917,0.971967875957489,0.2821024954319,0.9860868453979492,0.9725194573402405
17,0.2376253306865692,0.988123893737793,0.9763514995574951,0.31410104036331177,0.9861732721328735,0.9725073575973511
18,0.2380719631910324,0.9849584102630615,0.9701079726219177,0.33963823318481445,0.9765244722366333,0.9541897773742676
19,0.2420198619365692,0.9849284887313843,0.9699656963348389,0.2809600234031677,0.986136794090271,0.9723972082138062
20,0.24464422464370728,0.9858976602554321,0.9716638922691345,0.27732348442077637,0.9875876903533936,0.97421795129776
