Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
PZ-D06C-05,2013-07-16 15:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-16 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-07-16 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-07-16 15:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-06,2013-07-19 14:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-07-19 14:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-07-22 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-07-22 09:40:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-07-22 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-07-22 09:40:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-22 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-22 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-07-27 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-07-27 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-07-27 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-07-27 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-27 09:35:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-07-27 09:35:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-07,2013-07-31 10:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-07-31 10:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-07-31 10:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-07-31 10:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-31 10:55:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-07-31 10:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-08-06 09:52:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-08-06 09:52:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-08-06 09:55:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-08-06 09:55:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2013-08-06 10:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-08-06 10:25:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-08-13 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-08-13 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-08-13 10:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-08-13 10:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-08-13 10:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-08-13 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-08-23 14:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-08-23 14:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2013-08-23 14:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-08-23 14:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-08-23 14:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-07,2013-08-23 14:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-06,2013-08-28 16:04:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-08-28 16:04:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-08-28 16:04:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-08-28 16:04:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-08-28 16:16:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-08-28 16:16:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-08-29 17:10:00,5.77,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-08-29 17:10:00,37.43,Cota Piezométrica,m,normal
PZ-D06C-10,2013-08-30 09:40:00,39.33,Cota Piezométrica,m,normal
PZ-D06C-12,2013-08-30 09:40:00,6.2,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-08-30 09:40:00,37.86,Cota Piezométrica,m,normal
PZ-D06C-10,2013-08-30 09:40:00,11.7,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-09-03 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-09-03 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-03 09:50:00,40.22,Cota Piezométrica,m,normal
PZ-D06C-06,2013-09-03 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-09-03 09:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-12,2013-09-03 09:50:00,38.34,Cota Piezométrica,m,normal
PZ-D06C-12,2013-09-03 09:50:00,6.68,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-03 09:50:00,12.59,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-09-03 09:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-09-03 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-09-05 12:00:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-09-05 12:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-11 08:20:00,40.75,Cota Piezométrica,m,normal
PZ-D06C-10,2013-09-11 08:20:00,13.12,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-09-11 08:55:00,7.06,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-09-11 08:55:00,38.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-09-11 09:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-09-11 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-09-11 09:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-09-11 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-09-11 09:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2013-09-11 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-16 09:50:00,11.68,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-09-16 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-16 09:50:00,39.31,Cota Piezométrica,m,normal
PZ-D06C-07,2013-09-16 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-09-16 09:50:00,7.13,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-09-16 09:50:00,38.79,Cota Piezométrica,m,normal
PZ-D06C-06,2013-09-16 09:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-09-16 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-09-16 09:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2013-09-16 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-04,2013-09-16 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-09-16 10:00:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-05,2013-09-23 08:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-09-23 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-09-23 08:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-09-23 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-09-23 08:30:00,39.66,Cota Piezométrica,m,normal
PZ-D06C-10,2013-09-23 08:30:00,12.03,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-09-23 08:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2013-09-23 08:30:00,38.98,Cota Piezométrica,m,normal
PZ-D06C-12,2013-09-23 08:30:00,7.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-09-23 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-09-23 08:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-09-23 08:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-01 09:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-10-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-01 09:30:00,7.44,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-01 09:30:00,39.1,Cota Piezométrica,m,normal
PZ-D06C-06,2013-10-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-10-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-10-01 09:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2013-10-01 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2013-10-01 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-10-01 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-01 09:30:00,10.27,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-10-01 09:30:00,37.9,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-01 10:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-01 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-07 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-07 10:10:00,7.44,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-10-07 10:10:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2013-10-07 10:10:00,39.1,Cota Piezométrica,m,normal
PZ-D06C-07,2013-10-07 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-10-07 10:10:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-07 10:10:00,39.84,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-07 10:10:00,12.21,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-07 10:10:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-10-07 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-10-07 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-07 10:10:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-07 10:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-10-07 10:25:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2013-10-15 09:25:00,39.14,Cota Piezométrica,m,normal
PZ-D06C-07,2013-10-15 09:25:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-10-15 09:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-15 09:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-15 09:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-15 09:25:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-15 09:25:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-15 09:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-10-15 09:25:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-10-15 09:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-15 09:25:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-15 09:25:00,39.92,Cota Piezométrica,m,normal
PZ-D06C-12,2013-10-15 09:25:00,7.48,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-10-15 09:25:00,12.29,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-10-25 09:15:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-10-25 09:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-25 09:15:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2013-10-25 09:15:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-10-25 09:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-25 09:15:00,7.45,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-25 09:15:00,39.11,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-25 09:15:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-25 09:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-25 09:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-10-31 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-10-31 09:50:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-07,2013-10-31 09:50:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-11,2013-10-31 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-10-31 09:50:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2013-10-31 09:50:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-05,2013-10-31 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-10-31 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-31 09:50:00,39.09,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-31 09:50:00,37.88,Cota Piezométrica,m,normal
PZ-D06C-10,2013-10-31 09:50:00,10.25,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-10-31 09:50:00,7.43,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-10-31 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-10-31 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-11-07 09:49:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-11-07 09:49:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-05,2013-11-07 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-11-07 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-07 09:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-07 09:50:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-07,2013-11-07 10:02:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-11-07 10:02:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-06,2013-11-07 10:03:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-06,2013-11-07 10:03:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-11-07 10:13:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-11-07 10:13:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-11-07 10:15:00,7.37,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-11-07 10:15:00,39.03,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-08 09:55:00,38.67,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-08 09:55:00,11.04,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-14 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-14 09:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-11-14 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-11-14 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2013-11-14 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-11-14 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-11-14 09:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-07,2013-11-14 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-12,2013-11-14 10:00:00,38.98,Cota Piezométrica,m,normal
PZ-D06C-11,2013-11-14 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-11-14 10:00:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-14 10:00:00,39.67,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-14 10:00:00,12.04,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-11-14 10:00:00,7.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-11-22 10:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-11-22 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-11-22 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-11-22 10:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-22 10:00:00,12.07,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-11-22 10:00:00,39.7,Cota Piezométrica,m,normal
PZ-D06C-05,2013-11-22 10:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-05,2013-11-22 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-11-22 10:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-11-22 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-11-22 10:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-11-22 10:30:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2013-11-22 10:30:00,7.34,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-11-22 10:30:00,39.0,Cota Piezométrica,m,normal
PZ-D06C-09,2013-11-22 16:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2013-11-22 16:20:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-10,2013-11-30 08:50:00,12.11,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-11-30 08:50:00,39.74,Cota Piezométrica,m,normal
PZ-D06C-09,2013-11-30 08:54:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2013-11-30 08:54:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-11,2013-11-30 09:10:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-11-30 09:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-11-30 09:12:00,39.01,Cota Piezométrica,m,normal
PZ-D06C-12,2013-11-30 09:12:00,7.35,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-11-30 09:16:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2013-11-30 09:16:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-30 09:18:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-11-30 09:18:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2013-11-30 09:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-11-30 09:20:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-11-30 09:22:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-11-30 09:22:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-04,2013-12-04 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-12-04 09:40:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-05,2013-12-04 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-12-04 09:40:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-10,2013-12-04 10:00:00,39.44,Cota Piezométrica,m,normal
PZ-D06C-10,2013-12-04 10:00:00,11.81,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-12-04 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-12-04 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-12-04 10:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-06,2013-12-04 10:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-12,2013-12-04 10:10:00,7.45,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-12-04 10:10:00,39.11,Cota Piezométrica,m,normal
PZ-D06C-11,2013-12-04 10:10:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-12-04 10:10:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-09,2013-12-04 10:20:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2013-12-04 10:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-12-11 15:20:00,39.27,Cota Piezométrica,m,normal
PZ-D06C-11,2013-12-11 15:20:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2013-12-11 15:20:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-12,2013-12-11 15:20:00,7.61,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-12-11 16:25:00,12.25,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-12-11 16:25:00,39.88,Cota Piezométrica,m,normal
PZ-D06C-09,2013-12-11 16:25:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2013-12-11 16:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-12-12 09:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2013-12-12 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-12-12 09:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2013-12-12 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2013-12-12 09:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-05,2013-12-12 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-12-12 09:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-04,2013-12-12 09:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-12-17 15:30:00,7.41,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2013-12-17 15:30:00,39.07,Cota Piezométrica,m,normal
PZ-D06C-11,2013-12-17 15:30:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2013-12-17 15:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2013-12-18 09:00:00,39.48,Cota Piezométrica,m,normal
PZ-D06C-09,2013-12-18 09:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2013-12-18 09:00:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-10,2013-12-18 09:00:00,11.85,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-12-18 11:30:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2013-12-18 11:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2013-12-18 11:30:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-05,2013-12-18 11:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2013-12-18 11:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2013-12-18 11:30:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-07,2013-12-18 11:30:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2013-12-18 11:30:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-01-06 09:17:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2014-01-06 09:17:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-01-06 09:20:00,39.04,Cota Piezométrica,m,normal
PZ-D06C-12,2014-01-06 09:20:00,7.38,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-07 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-07 09:40:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-06,2014-01-07 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-07 09:40:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-07 09:40:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-07 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-01-07 09:40:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-07 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-01-07 09:40:00,39.34,Cota Piezométrica,m,normal
PZ-D06C-10,2014-01-07 09:40:00,11.71,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-01-07 09:40:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-09,2014-01-07 09:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2014-01-16 10:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-16 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-16 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-16 10:00:00,50.27,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-16 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-01-16 10:00:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-06,2014-01-16 10:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-16 10:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-11,2014-01-16 10:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2014-01-16 10:15:00,39.03,Cota Piezométrica,m,normal
PZ-D06C-12,2014-01-16 10:15:00,7.37,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2014-01-16 10:15:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-10,2014-01-16 10:25:00,11.97,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2014-01-16 10:25:00,39.6,Cota Piezométrica,m,normal
PZ-D06C-09,2014-01-16 10:25:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2014-01-16 10:25:00,45.91,Cota Piezométrica,m,normal
PZ-D06C-10,2014-01-23 10:30:00,39.69,Cota Piezométrica,m,normal
PZ-D06C-10,2014-01-23 10:30:00,12.06,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-23 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2014-01-23 15:00:00,59.72,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-23 15:00:00,49.84,Cota Piezométrica,m,normal
PZ-D06C-07,2014-01-23 15:00:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2014-01-23 15:15:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2014-01-23 15:15:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2014-01-23 15:15:00,0.0,Carga Piezométrica,m.c.a,normal
