Sensor,Data,Valor,Direcao_Saida,Unidade,Estado
PZ-JF1-05,2021-04-07 10:32:00,9.031,Carga Piezométrica,m.c.a,normal
PZ-JF1-03,2021-04-07 10:33:00,9.17,Carga Piezométrica,m.c.a,normal
PZ-JF1-03,2021-04-07 10:33:00,45.574,Cota Piezométrica,m,normal
PZ-D06C-25,2021-04-07 10:34:00,2.06,Carga Piezométrica,m.c.a,normal
PZ-D06C-25,2021-04-07 10:34:00,63.06,Cota Piezométrica,m,normal
PZ-JF1-02,2021-04-07 10:39:00,5.27,Carga Piezométrica,m.c.a,normal
PZ-JF1-02,2021-04-07 10:39:00,52.019,Cota Piezométrica,m,normal
PZ-JF1-06,2021-04-07 10:42:00,9.25,Carga Piezométrica,m.c.a,normal
PZ-JF1-06,2021-04-07 10:42:00,54.193,Cota Piezométrica,m,normal
PZ-D06C-19,2021-04-07 10:47:00,46.48,Cota Piezométrica,m,normal
PZ-D06C-19,2021-04-07 10:47:00,1.23,Carga Piezométrica,m.c.a,normal
MNA-SM-7542 (I),2021-04-13 14:27:00,70.53,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-13 14:28:00,74.39,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-13 14:35:00,89.97,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-13 14:36:00,88.6,Cota do NA,m,normal
MV-D06C-01,2021-04-13 15:12:00,9.777,Vazão,l/s,normal
MV-D06C-01,2021-04-13 15:12:00,586.595,Vazão,l/min,normal
MV-D06C-01,2021-04-13 15:12:00,0.00978,Vazão,m3/s,normal
MV-D06C-02,2021-04-13 15:15:00,243.676,Vazão,l/min,normal
MV-D06C-02,2021-04-13 15:15:00,0.00406,Vazão,m3/s,normal
MV-D06C-02,2021-04-13 15:15:00,4.061,Vazão,l/s,normal
MV-D06C-05,2021-04-13 15:18:00,665.618,Vazão,l/min,normal
MV-D06C-05,2021-04-13 15:18:00,11.094,Vazão,l/s,normal
MV-D06C-05,2021-04-13 15:18:00,0.01109,Vazão,m3/s,normal
MV-D06C-03,2021-04-13 15:20:00,0.00308,Vazão,m3/s,normal
MV-D06C-03,2021-04-13 15:20:00,3.075,Vazão,l/s,normal
MV-D06C-03,2021-04-13 15:20:00,184.523,Vazão,l/min,normal
MV-JF1-1,2021-04-13 15:23:00,0.00978,Vazão,m3/s,normal
MV-JF1-1,2021-04-13 15:23:00,9.777,Vazão,l/s,normal
MV-JF1-1,2021-04-13 15:23:00,586.595,Vazão,l/min,normal
MV-D06C-04,2021-04-14 14:26:00,1.287,Vazão,l/s,normal
MV-D06C-04,2021-04-14 14:26:00,0.00129,Vazão,m3/s,normal
MV-D06C-04,2021-04-14 14:26:00,77.247,Vazão,l/min,normal
MNA-SM-7533,2021-04-14 14:35:00,64.784,Cota do NA,m,normal
MNA-SM-7531,2021-04-14 14:36:00,75.554,Cota do NA,m,normal
MNA-SM-7535 (S),2021-04-14 14:45:00,94.36,Cota do NA,m,normal
MNA-SM-7535 (I),2021-04-14 14:46:00,89.59,Cota do NA,m,normal
MNA-SM-7534,2021-04-14 14:57:00,117.076,Cota do NA,m,normal
MNA-SM-7539 (I),2021-04-14 15:02:00,101.5,Cota do NA,m,normal
MNA-SM-7538 (I),2021-04-14 15:07:00,93.496,Cota do NA,m,normal
MNA-SM-7538 (S),2021-04-14 15:07:00,104.37,Cota do NA,m,normal
MNA-SM-7537 (S),2021-04-14 15:12:00,133.895,Cota do NA,m,normal
MNA-SM-7537 (I),2021-04-14 15:13:00,85.471,Cota do NA,m,normal
MNA-SM-7502A (S),2021-04-14 15:16:00,133.791,Cota do NA,m,normal
MNA-SM-7502A (I),2021-04-14 15:17:00,84.049,Cota do NA,m,normal
MNA-SM-7500A (I),2021-04-14 15:22:00,88.04,Cota do NA,m,normal
MNA-SM-7540 (I),2021-04-14 15:22:00,79.008,Cota do NA,m,normal
MNA-SM-7540 (S),2021-04-14 15:25:00,131.07,Cota do NA,m,normal
MNA-SM-7500A (S),2021-04-14 15:37:00,91.265,Cota do NA,m,normal
MNA-SM-7539 (S),2021-04-14 15:37:00,100.4,Cota do NA,m,normal
PA-D06C-02,2021-04-16 14:28:00,88.133,Cota NA,m,normal
PA-D06C-14,2021-04-16 14:28:00,83.132,Cota NA,m,normal
PA-D06C-12,2021-04-16 14:28:00,82.741,Cota NA,m,normal
PA-D06C-09,2021-04-16 14:28:00,83.715,Cota NA,m,normal
PA-D06C-03,2021-04-16 14:28:00,86.886,Cota NA,m,normal
PA-D06C-04,2021-04-16 14:28:00,85.66,Cota NA,m,normal
PA-D06C-11,2021-04-16 14:28:00,82.804,Cota NA,m,normal
PA-D06C-18,2021-04-16 14:28:00,84.053,Cota NA,m,normal
PA-D06C-17,2021-04-16 14:28:00,83.906,Cota NA,m,normal
PA-D06C-20,2021-04-16 14:28:00,83.787,Cota NA,m,normal
PA-D06C-19,2021-04-16 14:28:00,83.952,Cota NA,m,normal
PA-D06C-08,2021-04-16 14:28:00,84.237,Cota NA,m,normal
PA-D06C-07,2021-04-16 14:28:00,85.08,Cota NA,m,normal
PA-D06C-16,2021-04-16 14:28:00,83.312,Cota NA,m,normal
PA-D06C-15,2021-04-16 14:28:00,82.423,Cota NA,m,normal
PA-D06C-06,2021-04-16 14:28:00,85.288,Cota NA,m,normal
MNA-SM-7542 (S),2021-04-19 09:14:00,73.89,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-19 09:15:00,70.81,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-19 09:23:00,89.63,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-19 09:23:00,88.99,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-20 09:54:00,73.94,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-20 09:54:00,70.84,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-20 10:11:00,89.55,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-20 10:11:00,88.81,Cota do NA,m,normal
PZ-D06C-10,2021-04-20 14:25:00,22.23,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2021-04-20 14:25:00,49.86,Cota Piezométrica,m,normal
PZ-D06C-04,2021-04-20 14:27:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2021-04-20 14:27:00,62.61,Cota Piezométrica,m,normal
PZ-D06C-05,2021-04-20 14:27:00,12.34,Carga Piezométrica,m.c.a,normal
PZ-D06C-04,2021-04-20 14:27:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-09,2021-04-20 14:31:00,46.4,Cota Piezométrica,m,normal
PZ-D06C-09,2021-04-20 14:31:00,0.49,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2021-04-20 14:32:00,9.62,Carga Piezométrica,m.c.a,normal
PZ-D06C-01,2021-04-20 14:32:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2021-04-20 14:32:00,8.25,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2021-04-20 14:32:00,84.55,Cota Piezométrica,m,normal
PZ-D06C-16,2021-04-20 14:32:00,53.35,Cota Piezométrica,m,normal
PZ-D06C-01,2021-04-20 14:32:00,84.33,Cota Piezométrica,m,normal
PZ-D06C-15,2021-04-20 14:33:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-15,2021-04-20 14:33:00,53.54,Cota Piezométrica,m,normal
PZ-D06C-12,2021-04-20 14:35:00,14.54,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2021-04-20 14:35:00,46.2,Cota Piezométrica,m,normal
PZ-D06C-11,2021-04-20 14:36:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2021-04-20 14:36:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-20,2021-04-20 14:37:00,83.18,Cota Piezométrica,m,normal
PZ-D06C-20,2021-04-20 14:37:00,10.99,Carga Piezométrica,m.c.a,normal
PZ-D06C-28,2021-04-20 14:39:00,63.94,Cota Piezométrica,m,normal
PZ-D06C-28,2021-04-20 14:39:00,14.12,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2021-04-20 14:40:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2021-04-20 14:40:00,55.16,Cota Piezométrica,m,normal
PZ-D06C-26,2021-04-20 14:41:00,55.2,Cota Piezométrica,m,normal
PZ-D06C-26,2021-04-20 14:41:00,7.32,Carga Piezométrica,m.c.a,normal
MV-D06C-03,2021-04-20 14:42:00,2.986,Vazão,l/s,normal
MV-D06C-03,2021-04-20 14:42:00,0.00299,Vazão,m3/s,normal
MV-D06C-01,2021-04-20 14:42:00,575.793,Vazão,l/min,normal
MV-D06C-01,2021-04-20 14:42:00,0.0096,Vazão,m3/s,normal
MV-D06C-03,2021-04-20 14:42:00,179.144,Vazão,l/min,normal
MV-D06C-01,2021-04-20 14:42:00,9.597,Vazão,l/s,normal
MV-D06C-05,2021-04-20 14:43:00,0.00924,Vazão,m3/s,normal
MV-D06C-05,2021-04-20 14:43:00,554.548,Vazão,l/min,normal
MV-D06C-05,2021-04-20 14:43:00,9.242,Vazão,l/s,normal
PZ-D06C-13,2021-04-20 14:46:00,10.09,Carga Piezométrica,m.c.a,normal
PZ-D06C-13,2021-04-20 14:46:00,39.67,Cota Piezométrica,m,normal
PZ-D06C-21,2021-04-20 14:48:00,13.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-03,2021-04-20 14:48:00,81.75,Cota Piezométrica,m,normal
PZ-D06C-21,2021-04-20 14:48:00,77.95,Cota Piezométrica,m,normal
PZ-D06C-03,2021-04-20 14:48:00,6.86,Carga Piezométrica,m.c.a,normal
PZ-D06C-18A,2021-04-20 14:49:00,46.17,Cota Piezométrica,m,normal
PZ-D06C-18A,2021-04-20 14:49:00,11.03,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2021-04-20 14:50:00,51.37,Cota Piezométrica,m,normal
PZ-D06C-17A,2021-04-20 14:50:00,55.28,Cota Piezométrica,m,normal
PZ-D06C-23,2021-04-20 14:50:00,9.48,Carga Piezométrica,m.c.a,normal
PZ-D06C-17A,2021-04-20 14:50:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-22,2021-04-20 14:51:00,67.41,Cota Piezométrica,m,normal
PZ-D06C-22,2021-04-20 14:51:00,11.61,Carga Piezométrica,m.c.a,normal
MV-D06C-02,2021-04-20 14:52:00,4.061,Vazão,l/s,normal
MV-D06C-04,2021-04-20 14:52:00,1.397,Vazão,l/s,normal
MV-D06C-02,2021-04-20 14:52:00,0.00406,Vazão,m3/s,normal
MV-D06C-02,2021-04-20 14:52:00,243.676,Vazão,l/min,normal
MV-D06C-04,2021-04-20 14:52:00,0.0014,Vazão,m3/s,normal
MV-D06C-04,2021-04-20 14:52:00,83.846,Vazão,l/min,normal
PZ-D06C-24,2021-04-20 14:54:00,51.29,Cota Piezométrica,m,normal
PZ-D06C-24,2021-04-20 14:54:00,8.29,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2021-04-20 14:55:00,0.65,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2021-04-20 14:55:00,60.37,Cota Piezométrica,m,normal
PZ-D06C-08,2021-04-20 14:55:00,10.86,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2021-04-20 14:55:00,60.75,Cota Piezométrica,m,normal
PZ-D06C-07,2021-04-20 14:57:00,11.92,Carga Piezométrica,m.c.a,normal
PZ-D06C-07,2021-04-20 14:57:00,61.76,Cota Piezométrica,m,normal
PZ-D06C-27,2021-04-20 14:58:00,14.34,Carga Piezométrica,m.c.a,normal
PZ-D06C-27,2021-04-20 14:58:00,46.27,Cota Piezométrica,m,normal
PZ-D06C-14,2021-04-20 14:59:00,9.27,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2021-04-20 14:59:00,38.09,Cota Piezométrica,m,normal
PZ-D06C-29,2021-04-20 15:01:00,0.42,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2021-04-20 15:01:00,49.94,Cota Piezométrica,m,normal
PZ-JF1-04,2021-04-20 15:03:00,6.066,Carga Piezométrica,m.c.a,normal
PZ-JF1-04,2021-04-20 15:03:00,59.476,Cota Piezométrica,m,normal
PZ-JF1-01,2021-04-20 15:05:00,65.85,Cota Piezométrica,m,normal
PZ-JF1-01,2021-04-20 15:05:00,10.343,Carga Piezométrica,m.c.a,normal
MNA-AEF1-01,2021-04-20 15:05:00,66.98,Cota do NA,m,normal
PZ-JF1-02,2021-04-20 15:06:00,52.119,Cota Piezométrica,m,normal
PZ-JF1-02,2021-04-20 15:06:00,5.37,Carga Piezométrica,m.c.a,normal
PZ-JF1-05,2021-04-20 15:07:00,65.091,Cota Piezométrica,m,normal
PZ-JF1-05,2021-04-20 15:07:00,8.701,Carga Piezométrica,m.c.a,normal
PZ-JF1-06,2021-04-20 15:08:00,54.183,Cota Piezométrica,m,normal
PZ-JF1-06,2021-04-20 15:08:00,9.24,Carga Piezométrica,m.c.a,normal
PZ-D06C-25,2021-04-20 15:12:00,1.61,Carga Piezométrica,m.c.a,normal
PZ-D06C-25,2021-04-20 15:12:00,62.61,Cota Piezométrica,m,normal
MV-JF1-1,2021-04-20 15:19:00,5.859,Vazão,l/s,normal
MV-JF1-1,2021-04-20 15:19:00,351.549,Vazão,l/min,normal
MV-JF1-1,2021-04-20 15:19:00,0.00586,Vazão,m3/s,normal
PZ-JF1-03,2021-04-20 15:24:00,45.584,Cota Piezométrica,m,normal
PZ-JF1-03,2021-04-20 15:24:00,9.18,Carga Piezométrica,m.c.a,normal
PZ-D06C-19,2021-04-20 15:27:00,1.32,Carga Piezométrica,m.c.a,normal
PZ-D06C-19,2021-04-20 15:27:00,46.57,Cota Piezométrica,m,normal
MNA-SM-7541 (S),2021-04-21 09:29:00,89.54,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-21 09:32:00,88.74,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-21 09:37:00,74.06,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-21 09:39:00,70.86,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-22 09:28:00,70.93,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-22 09:29:00,74.18,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-22 10:59:00,89.49,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-22 10:59:00,88.74,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-24 11:34:00,89.5,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-24 11:35:00,88.83,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-24 11:42:00,74.15,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-24 11:43:00,70.91,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-26 09:07:00,74.29,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-26 09:07:00,71.03,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-26 09:22:00,89.68,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-26 09:22:00,89.31,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-27 09:19:00,71.03,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-27 09:20:00,74.22,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-27 09:43:00,89.68,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-27 09:44:00,89.13,Cota do NA,m,normal
MV-D06C-01,2021-04-27 15:04:00,418.995,Vazão,l/min,normal
MV-D06C-01,2021-04-27 15:04:00,6.983,Vazão,l/s,normal
MV-D06C-01,2021-04-27 15:04:00,0.00698,Vazão,m3/s,normal
PZ-D06C-09,2021-04-27 15:08:00,0.47,Carga Piezométrica,m.c.a,normal
PZ-D06C-09,2021-04-27 15:08:00,46.38,Cota Piezométrica,m,normal
MV-D06C-02,2021-04-27 15:09:00,0.00385,Vazão,m3/s,normal
MV-D06C-02,2021-04-27 15:09:00,231.053,Vazão,l/min,normal
MV-D06C-02,2021-04-27 15:09:00,3.851,Vazão,l/s,normal
PZ-D06C-10,2021-04-27 15:11:00,22.19,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2021-04-27 15:11:00,49.82,Cota Piezométrica,m,normal
MV-JF1-1,2021-04-27 15:14:00,0.00534,Vazão,m3/s,normal
MV-JF1-1,2021-04-27 15:14:00,5.341,Vazão,l/s,normal
MV-JF1-1,2021-04-27 15:14:00,320.456,Vazão,l/min,normal
PZ-D06C-12,2021-04-27 15:15:00,46.14,Cota Piezométrica,m,normal
PZ-D06C-12,2021-04-27 15:15:00,14.48,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2021-04-27 15:16:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2021-04-27 15:16:00,39.22,Cota Piezométrica,m,normal
MV-D06C-04,2021-04-27 15:18:00,1.513,Vazão,l/s,normal
MV-D06C-04,2021-04-27 15:18:00,0.00151,Vazão,m3/s,normal
MV-D06C-04,2021-04-27 15:18:00,90.772,Vazão,l/min,normal
PZ-D06C-13,2021-04-27 15:21:00,39.52,Cota Piezométrica,m,normal
PZ-D06C-13,2021-04-27 15:21:00,9.94,Carga Piezométrica,m.c.a,normal
MV-D06C-05,2021-04-27 15:23:00,0.00791,Vazão,m3/s,normal
MV-D06C-05,2021-04-27 15:23:00,474.306,Vazão,l/min,normal
MV-D06C-05,2021-04-27 15:23:00,7.905,Vazão,l/s,normal
MV-D06C-03,2021-04-27 15:25:00,184.523,Vazão,l/min,normal
MV-D06C-03,2021-04-27 15:25:00,3.075,Vazão,l/s,normal
MV-D06C-03,2021-04-27 15:25:00,0.00308,Vazão,m3/s,normal
PZ-D06C-14,2021-04-27 15:27:00,9.39,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2021-04-27 15:27:00,38.21,Cota Piezométrica,m,normal
MNA-SM-7542 (S),2021-04-28 09:22:00,74.15,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-28 09:22:00,71.02,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-28 09:33:00,89.56,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-28 09:34:00,88.93,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-29 08:42:00,71.06,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-29 08:43:00,74.08,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-29 08:53:00,88.9,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-29 08:53:00,89.54,Cota do NA,m,normal
MNA-SM-7534,2021-04-29 09:59:00,117.376,Cota do NA,m,normal
MNA-SM-7539 (I),2021-04-29 10:00:00,101.96,Cota do NA,m,normal
MNA-SM-7538 (I),2021-04-29 10:05:00,94.326,Cota do NA,m,normal
MNA-SM-7538 (S),2021-04-29 10:05:00,104.03,Cota do NA,m,normal
MNA-SM-7537 (S),2021-04-29 10:09:00,133.815,Cota do NA,m,normal
MNA-SM-7537 (I),2021-04-29 10:10:00,85.861,Cota do NA,m,normal
MNA-SM-7502A (I),2021-04-29 10:13:00,84.959,Cota do NA,m,normal
MNA-SM-7502A (S),2021-04-29 10:13:00,133.411,Cota do NA,m,normal
MNA-SM-7500A (I),2021-04-29 10:23:00,89.2,Cota do NA,m,normal
MNA-SM-7540 (I),2021-04-29 10:25:00,79.368,Cota do NA,m,normal
MNA-SM-7540 (S),2021-04-29 10:27:00,130.81,Cota do NA,m,normal
MNA-SM-7533,2021-04-29 10:38:00,64.634,Cota do NA,m,normal
MNA-SM-7531,2021-04-29 10:45:00,75.214,Cota do NA,m,normal
MNA-SM-7535 (I),2021-04-29 10:53:00,89.81,Cota do NA,m,normal
MNA-SM-7535 (S),2021-04-29 10:55:00,94.45,Cota do NA,m,normal
MNA-SM-7500A (S),2021-04-29 12:33:00,91.265,Cota do NA,m,normal
MNA-SM-7539 (S),2021-04-29 12:33:00,100.4,Cota do NA,m,normal
MNA-SM-7542 (S),2021-04-30 14:34:00,74.04,Cota do NA,m,normal
MNA-SM-7542 (I),2021-04-30 14:35:00,71.09,Cota do NA,m,normal
MNA-SM-7541 (S),2021-04-30 14:43:00,89.55,Cota do NA,m,normal
MNA-SM-7541 (I),2021-04-30 14:44:00,88.94,Cota do NA,m,normal
MNA-SM-7542 (I),2021-05-03 09:04:00,71.06,Cota do NA,m,normal
MNA-SM-7542 (S),2021-05-03 09:06:00,73.96,Cota do NA,m,normal
MNA-SM-7541 (S),2021-05-03 09:17:00,89.67,Cota do NA,m,normal
MNA-SM-7541 (I),2021-05-03 09:17:00,89.36,Cota do NA,m,normal
MNA-SM-7542 (I),2021-05-04 09:16:00,71.04,Cota do NA,m,normal
MNA-SM-7542 (S),2021-05-04 09:18:00,73.97,Cota do NA,m,normal
MNA-SM-7541 (S),2021-05-04 10:15:00,89.61,Cota do NA,m,normal
MNA-SM-7541 (I),2021-05-04 10:16:00,89.21,Cota do NA,m,normal
PZ-D06C-09,2021-05-04 14:37:00,46.41,Cota Piezométrica,m,normal
PZ-D06C-09,2021-05-04 14:37:00,0.5,Carga Piezométrica,m.c.a,normal
PZ-D06C-15,2021-05-04 14:38:00,53.54,Cota Piezométrica,m,normal
PZ-D06C-15,2021-05-04 14:38:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2021-05-04 14:40:00,22.02,Carga Piezométrica,m.c.a,normal
PZ-D06C-10,2021-05-04 14:40:00,49.65,Cota Piezométrica,m,normal
PZ-D06C-05,2021-05-04 14:41:00,12.3,Carga Piezométrica,m.c.a,normal
PZ-D06C-05,2021-05-04 14:41:00,62.57,Cota Piezométrica,m,normal
PZ-D06C-16,2021-05-04 14:41:00,8.22,Carga Piezométrica,m.c.a,normal
PZ-D06C-16,2021-05-04 14:41:00,53.32,Cota Piezométrica,m,normal
PZ-D06C-04,2021-05-04 14:41:00,58.79,Cota Piezométrica,m,normal
PZ-D06C-04,2021-05-04 14:41:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-17,2021-05-04 14:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-01,2021-05-04 14:45:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2021-05-04 14:45:00,14.33,Carga Piezométrica,m.c.a,normal
PZ-D06C-12,2021-05-04 14:45:00,45.99,Cota Piezométrica,m,normal
PZ-D06C-01,2021-05-04 14:45:00,84.33,Cota Piezométrica,m,normal
PZ-D06C-17,2021-05-04 14:45:00,55.16,Cota Piezométrica,m,normal
PZ-D06C-02,2021-05-04 14:45:00,9.65,Carga Piezométrica,m.c.a,normal
PZ-D06C-02,2021-05-04 14:45:00,84.58,Cota Piezométrica,m,normal
PZ-D06C-17A,2021-05-04 14:47:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-17A,2021-05-04 14:47:00,55.28,Cota Piezométrica,m,normal
PZ-D06C-20,2021-05-04 14:47:00,83.1,Cota Piezométrica,m,normal
PZ-D06C-20,2021-05-04 14:47:00,10.91,Carga Piezométrica,m.c.a,normal
PZ-D06C-11,2021-05-04 14:47:00,39.22,Cota Piezométrica,m,normal
PZ-D06C-11,2021-05-04 14:47:00,0.0,Carga Piezométrica,m.c.a,normal
PZ-D06C-18A,2021-05-04 14:48:00,10.73,Carga Piezométrica,m.c.a,normal
PZ-D06C-18A,2021-05-04 14:48:00,45.87,Cota Piezométrica,m,normal
MV-D06C-03,2021-05-04 14:51:00,2.811,Vazão,l/s,normal
MV-D06C-04,2021-05-04 14:51:00,0.00145,Vazão,m3/s,normal
MV-D06C-03,2021-05-04 14:51:00,168.67,Vazão,l/min,normal
MV-D06C-03,2021-05-04 14:51:00,0.00281,Vazão,m3/s,normal
MV-D06C-04,2021-05-04 14:51:00,1.454,Vazão,l/s,normal
MV-D06C-04,2021-05-04 14:51:00,87.268,Vazão,l/min,normal
MV-D06C-01,2021-05-04 14:52:00,384.385,Vazão,l/min,normal
MV-D06C-01,2021-05-04 14:52:00,0.00641,Vazão,m3/s,normal
MV-D06C-01,2021-05-04 14:52:00,6.406,Vazão,l/s,normal
MV-D06C-05,2021-05-04 14:52:00,0.00791,Vazão,m3/s,normal
MV-D06C-05,2021-05-04 14:52:00,474.306,Vazão,l/min,normal
MV-D06C-05,2021-05-04 14:52:00,7.905,Vazão,l/s,normal
PZ-D06C-26,2021-05-04 14:52:00,6.94,Carga Piezométrica,m.c.a,normal
PZ-D06C-26,2021-05-04 14:52:00,54.82,Cota Piezométrica,m,normal
PZ-D06C-13,2021-05-04 14:53:00,39.41,Cota Piezométrica,m,normal
PZ-D06C-13,2021-05-04 14:53:00,9.83,Carga Piezométrica,m.c.a,normal
PZ-D06C-28,2021-05-04 14:54:00,13.94,Carga Piezométrica,m.c.a,normal
PZ-D06C-28,2021-05-04 14:54:00,63.76,Cota Piezométrica,m,normal
PZ-D06C-25,2021-05-04 14:55:00,62.51,Cota Piezométrica,m,normal
PZ-D06C-25,2021-05-04 14:55:00,1.51,Carga Piezométrica,m.c.a,normal
PZ-D06C-03,2021-05-04 14:57:00,81.78,Cota Piezométrica,m,normal
PZ-D06C-03,2021-05-04 14:57:00,6.89,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2021-05-04 14:57:00,8.79,Carga Piezométrica,m.c.a,normal
PZ-D06C-23,2021-05-04 14:57:00,50.68,Cota Piezométrica,m,normal
PZ-D06C-24,2021-05-04 14:58:00,51.02,Cota Piezométrica,m,normal
PZ-D06C-24,2021-05-04 14:58:00,8.02,Carga Piezométrica,m.c.a,normal
PZ-D06C-21,2021-05-04 14:58:00,77.89,Cota Piezométrica,m,normal
PZ-D06C-21,2021-05-04 14:58:00,12.94,Carga Piezométrica,m.c.a,normal
PZ-D06C-22,2021-05-04 15:01:00,10.96,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2021-05-04 15:01:00,10.25,Carga Piezométrica,m.c.a,normal
PZ-D06C-08,2021-05-04 15:01:00,60.14,Cota Piezométrica,m,normal
PZ-D06C-22,2021-05-04 15:01:00,66.76,Cota Piezométrica,m,normal
PZ-D06C-27,2021-05-04 15:02:00,46.13,Cota Piezométrica,m,normal
PZ-D06C-27,2021-05-04 15:02:00,14.2,Carga Piezométrica,m.c.a,normal
MV-D06C-02,2021-05-04 15:02:00,3.548,Vazão,l/s,normal
MV-D06C-02,2021-05-04 15:02:00,0.00355,Vazão,m3/s,normal
MV-D06C-02,2021-05-04 15:02:00,212.868,Vazão,l/min,normal
PZ-D06C-06,2021-05-04 15:03:00,0.61,Carga Piezométrica,m.c.a,normal
PZ-D06C-06,2021-05-04 15:03:00,60.33,Cota Piezométrica,m,normal
PZ-D06C-07,2021-05-04 15:04:00,61.38,Cota Piezométrica,m,normal
PZ-D06C-07,2021-05-04 15:04:00,11.54,Carga Piezométrica,m.c.a,normal
PZ-D06C-29,2021-05-04 15:04:00,49.49,Cota Piezométrica,m,normal
PZ-D06C-29,2021-05-04 15:04:00,-0.03,Carga Piezométrica,m.c.a,normal
PZ-D06C-14,2021-05-04 15:08:00,38.21,Cota Piezométrica,m,normal
PZ-D06C-14,2021-05-04 15:08:00,9.39,Carga Piezométrica,m.c.a,normal
MV-JF1-1,2021-05-04 15:11:00,4.617,Vazão,l/s,normal
MV-JF1-1,2021-05-04 15:11:00,0.00462,Vazão,m3/s,normal
PZ-D06C-25,2021-05-04 15:11:00,62.53,Cota Piezométrica,m,normal
PZ-D06C-25,2021-05-04 15:11:00,1.53,Carga Piezométrica,m.c.a,normal
MV-JF1-1,2021-05-04 15:11:00,277.016,Vazão,l/min,normal
PZ-JF1-03,2021-05-04 15:13:00,45.334,Cota Piezométrica,m,normal
PZ-JF1-04,2021-05-04 15:13:00,6.576,Carga Piezométrica,m.c.a,normal
